,class_hits,class_nums_total,function_hits,function_nums_total,variable_hits,variable_nums_total,string_hits,string_nums_total,comment_hits,comment_nums_total,docstring_hits,docstring_nums_total,trained_on
52Sarah/play-song/test_playalbumby.py,0.0,0,0.25,8,0.3333333333333333,3,0.045454545454545456,22,0.5,2,0.125,8,1
52Sarah/play-song/test_playartist.py,0.0,0,0.375,8,0.0,4,0.0,25,0.0,2,0.125,8,1
52Sarah/play-song/test_playgenre.py,0.0,0,0.0,8,0.0,3,0.037037037037037035,27,0.0,2,0.125,8,1
52Sarah/play-song/test_playplaylist.py,0.0,0,0.0,8,0.0,6,0.11538461538461539,26,0.0,2,0.125,8,1
52Sarah/play-song/test_playsong.py,0.0,0,0.1111111111111111,9,0.2,5,0.24242424242424243,33,0.0,2,0.1111111111111111,9,1
52Sarah/play-song/test_playsongin.py,0.0,0,0.125,8,0.0,6,0.04,25,0.0,2,0.25,8,1
52Sarah/play-song/utils.py,0.0,0,0.16666666666666666,6,0.0,2,0.0,5,0.0,1,0.0,0,1
530824679/LaneNet/calibrate_camera.py,0.0,0,0.0,0,0.1,20,0.08333333333333333,12,0.0,13,0.0,0,1
530824679/LaneNet/collect_image.py,0.0,0,0.0,0,0.2857142857142857,7,0.2,5,0.0,0,0.0,0,0
530824679/LaneNet/config.py,0.0,0,0.0,0,0.0,4,0.08333333333333333,12,0.2222222222222222,9,0.0,0,1
530824679/LaneNet/datasets.py,0.0,3,0.2,10,0.07692307692307693,39,0.0,16,0.25,8,0.0,3,1
530824679/LaneNet/freeze_graph.py,0.0,0,0.0,0,0.0,6,0.0,7,0.0,11,0.0,0,1
530824679/LaneNet/network.py,0.6666666666666666,3,0.2857142857142857,7,0.0,34,0.0,29,0.05263157894736842,19,0.0,0,1
530824679/LaneNet/test.py,0.0,0,0.5,2,0.19047619047619047,21,0.18181818181818182,11,0.0,12,0.0,0,1
530824679/LaneNet/tfrecord.py,0.0,1,0.2,10,0.14705882352941177,34,0.08,25,0.07142857142857142,14,0.25,4,1
530824679/YOLOv2/config.py,0.0,0,0.0,0,0.0,5,0.0,37,0.0,30,0.0,0,1
530824679/YOLOv2/dataset_utils.py,0.0,0,0.0,5,0.11428571428571428,35,0.1111111111111111,18,0.14285714285714285,7,0.0,0,1
530824679/YOLOv2/generate_anchors.py,0.0,0,0.3333333333333333,12,0.18867924528301888,53,0.06060606060606061,33,0.07692307692307693,13,0.0,5,1
530824679/YOLOv2/ops.py,0.0,0,0.0,8,0.0,6,0.0,6,0.25,8,0.0,0,1
530824679/YOLOv2/test.py,0.0,0,0.0,2,0.23333333333333334,30,0.2,10,0.0,0,0.0,0,0
530824679/YOLOv2/tfrecord.py,0.0,1,0.16666666666666666,12,0.09615384615384616,52,0.09090909090909091,33,0.02857142857142857,35,0.0,1,1
530824679/YOLOv2/train.py,0.0,0,0.0,1,0.06976744186046512,43,0.125,24,0.0,8,0.0,0,1
530824679/YOLOv2/utils.py,0.0,0,0.0,0,0.0,6,0.0,4,0.0,0,0.0,0,0
531464049/PythonLearning/AboutTime.py,0.0,0,0.0,0,0.2,5,0.0,1,0.0,6,0.0,1,1
531464049/PythonLearning/ArithemeticSequence.py,0.0,2,0.125,8,0.0,4,0.16666666666666666,6,0.0,8,0.0,3,1
531464049/PythonLearning/ChangeFileName.py,0.0,0,0.3333333333333333,3,0.09090909090909091,11,0.2222222222222222,9,0.1,10,0.0,0,1
531464049/PythonLearning/File_Test.py,0.0,0,0.0,2,0.25,4,0.0,3,0.25,4,0.0,1,1
531464049/PythonLearning/Numberlines.py,0.0,0,0.3333333333333333,3,0.0,4,0.0,2,0.0,5,0.0,0,1
531464049/PythonLearning/Person.py,0.0,2,0.3333333333333333,6,1.0,1,0.0,1,0.0,3,0.0,0,1
531464049/PythonLearning/Rectangle.py,0.0,2,0.0,5,0.6666666666666666,3,0.0,0,0.3333333333333333,3,0.0,0,1
531464049/PythonLearning/dbTest.py,0.0,0,0.3333333333333333,6,0.36363636363636365,11,0.05263157894736842,19,0.0,3,0.0,2,1
531464049/PythonLearning/oooooo.py,0.0,0,0.0,0,0.3333333333333333,3,0.0,0,0.0,3,0.0,0,1
531464049/PythonLearning/powers.py,0.0,0,0.0,2,0.6666666666666666,3,0.0,3,0.0,3,0.0,0,1
531464049/PythonLearning/rehular_test.py,0.0,0,0.3333333333333333,3,0.1875,16,0.043478260869565216,23,0.0,12,0.0,2,0
531464049/PythonLearning/setup.py,0.0,0,0.0,0,0.2,5,0.0,5,0.3333333333333333,3,0.0,0,1
531464049/PythonLearning/sever_test.py,0.1,10,0.125,8,0.15789473684210525,19,0.08333333333333333,12,0.0,9,0.0,1,0
531464049/PythonLearning/sqlit_test.py,0.0,0,1.0,2,0.0,7,0.09090909090909091,11,0.3333333333333333,3,0.0,1,1
531464049/PythonLearning/test.py,0.0,0,0.5,2,0.25,4,0.25,4,0.0,13,0.0,1,1
531464049/PythonLearning/tkinter_test.py,0.0,0,0.0,2,0.2,10,0.0,8,0.0,3,0.0,1,1
531464049/PythonLearning/urllib_tttest.py,0.0,0,0.0,0,0.0,0,0.0,0,0.3333333333333333,3,0.0,0,0
531464049/PythonLearning/webParser_test.py,0.0,1,0.125,8,0.23529411764705882,17,0.1111111111111111,9,0.0,2,0.0,0,0
559Labs/M3U8-Creator/0001_initial.py,0.0,2,0.0,0,0.16666666666666666,30,0.16,25,0.0,1,0.0,0,0
559Labs/M3U8-Creator/0004_auto_20150320_1736.py,1.0,2,0.0,0,0.0,6,0.0,4,0.0,1,0.0,0,1
559Labs/M3U8-Creator/0005_channel_is_active.py,0.5,2,0.0,0,0.6666666666666666,6,0.5,4,0.0,1,0.0,0,1
559Labs/M3U8-Creator/0007_auto_20150321_2106.py,1.0,2,0.0,0,0.14285714285714285,7,0.16666666666666666,6,0.0,1,0.0,0,1
559Labs/M3U8-Creator/0008_auto_20150321_2108.py,0.0,2,0.0,0,0.2727272727272727,11,0.0,8,0.0,1,0.0,0,1
559Labs/M3U8-Creator/0009_auto_20150321_2112.py,0.0,2,0.0,0,0.1,10,0.0,10,0.0,1,0.0,0,1
559Labs/M3U8-Creator/0011_auto_20150321_2317.py,0.0,2,0.0,0,0.5,4,0.3333333333333333,3,0.0,1,0.0,0,1
559Labs/M3U8-Creator/0015_auto_20150322_0014.py,0.0,2,0.0,0,0.1111111111111111,9,0.0,6,0.0,1,0.0,0,1
559Labs/M3U8-Creator/0016_auto_20150323_1518.py,0.0,2,0.0,0,0.07692307692307693,13,0.0,9,0.0,1,0.0,0,1
559Labs/M3U8-Creator/admin.py,0.2857142857142857,7,0.0,0,0.0,4,0.1,10,0.0,2,0.0,0,1
559Labs/M3U8-Creator/manage.py,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,0,1
559Labs/M3U8-Creator/models.py,0.5,8,0.0,14,0.06741573033707865,89,0.10416666666666667,48,0.0,5,0.0,0,1
559Labs/M3U8-Creator/views.py,0.0,0,0.4,5,0.16666666666666666,12,0.0625,16,0.0,5,0.0,0,1
565353780/py-curling-reconstruct/InferenceBrokerCUDA.py,0.0,1,0.375,8,0.0392156862745098,51,0.15,20,0.0,26,0.0,0,1
565353780/py-curling-reconstruct/datainf.py,0.0,0,0.0,2,0.10869565217391304,46,0.16666666666666666,12,0.0,8,0.0,0,1
565353780/py-curling-reconstruct/generateAnnotation.py,0.0,1,0.4,5,0.125,24,0.0,11,0.0,3,0.0,0,1
565353780/py-curling-reconstruct/infapp.py,0.0,0,0.5,2,0.05555555555555555,36,0.29411764705882354,17,0.0,11,0.0,0,1
565353780/py-curling-reconstruct/rockDectect.py,0.0,0,0.08333333333333333,12,0.08163265306122448,49,0.0,3,0.0,29,0.0,0,1
565353780/py-curling-reconstruct/videoSplit.py,0.0,0,0.0,0,0.0,7,0.16666666666666666,6,0.0,4,0.0,0,1
5703863336/electriity/0001_initial.py,0.0,2,0.0,0,0.058823529411764705,17,0.14705882352941177,34,0.0,2,0.0,0,1
5703863336/electriity/0002_goodsvisitcount.py,0.0,2,0.0,0,0.0,6,0.0,10,0.0,2,0.0,0,1
5703863336/electriity/0002_user_email_active.py,0.0,2,0.0,0,0.2,5,0.5,4,0.0,2,0.0,0,1
5703863336/electriity/0003_auto_20191022_0653.py,0.0,2,0.0,0,0.15384615384615385,13,0.125,24,0.0,2,0.0,0,1
5703863336/electriity/config.py,0.0,0,0.0,0,0.0,4,0.0,4,0.0,5,0.0,0,0
5703863336/electriity/jinja2_env.py,0.0,0,0.0,2,0.0,1,0.0,2,0.0,0,0.0,0,0
5703863336/electriity/main.py,0.0,0,0.0,0,0.0,1,0.0,4,0.0,0,0.0,0,0
5703863336/electriity/models.py,0.0,3,0.0,0,0.0,2,0.3333333333333333,3,0.0,0,0.0,1,0
5703863336/electriity/sms.py,0.0,2,0.5,6,0.14285714285714285,14,0.058823529411764705,17,0.02631578947368421,38,0.0,2,0
5703863336/electriity/storage.py,0.0,2,0.0,6,0.5,2,0.0,2,0.0,0,0.0,0,0
5703863336/electriity/tasks.py,0.0,0,0.5,2,0.0,0,0.0,0,0.0,0,0.0,0,0
5703863336/electriity/urls.py,0.0,0,0.0,1,0.0,6,0.047619047619047616,21,0.0,8,0.0,1,1
5703863336/electriity/utils.py,0.0,0,0.0,4,0.2,5,0.0,2,0.0,0,0.0,0,1
5703863336/electriity/views.py,0.4,5,0.0,6,0.125,40,0.05405405405405406,37,0.0,38,0.0,3,1
5AGE-zhang/TocoDecoy/ad_merge.py,0.0,0,0.0,6,0.02127659574468085,47,0.05555555555555555,36,0.0,22,0.0,0,1
5AGE-zhang/TocoDecoy/cal_frequency.py,0.0,0,0.0,2,0.13157894736842105,38,0.19230769230769232,26,0.0,16,0.0,0,1
5AGE-zhang/TocoDecoy/cal_property.py,0.0,0,0.0,11,0.26666666666666666,15,0.0,6,0.058823529411764705,17,0.0,0,1
5AGE-zhang/TocoDecoy/collect_docking_score.py,0.0,0,0.5,2,0.25,12,0.1111111111111111,9,0.0,7,0.0,0,1
5AGE-zhang/TocoDecoy/docking.py,0.0,0,0.5,2,0.11538461538461539,26,0.038461538461538464,26,0.0,29,0.0,0,1
5AGE-zhang/TocoDecoy/generate_pocket_graph.py,0.0,0,0.25,4,0.09090909090909091,55,0.041666666666666664,24,0.06666666666666667,15,0.0,0,1
5AGE-zhang/TocoDecoy/grid_filter.py,0.0,0,0.0,0,0.16666666666666666,18,0.29411764705882354,17,0.0,7,0.0,0,1
5AGE-zhang/TocoDecoy/mix.py,0.0,0,0.0,8,0.034482758620689655,29,0.09090909090909091,22,0.0,23,0.0,0,1
5AGE-zhang/TocoDecoy/phase_screening.py,0.0,0,0.0,0,0.07142857142857142,42,0.1111111111111111,36,0.030303030303030304,33,0.0,0,1
5AGE-zhang/TocoDecoy/properties_filter.py,0.0,0,0.5,2,0.02702702702702703,37,0.06060606060606061,33,0.03571428571428571,28,0.0,0,1
5AGE-zhang/TocoDecoy/property_filter_base.py,0.0,1,0.0,10,0.15,20,0.0,5,0.0,8,0.0,0,1
5AGE-zhang/TocoDecoy/smile_base.py,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,0,1
5AGE-zhang/TocoDecoy/test_ign.py,0.5,2,0.0,4,0.11666666666666667,60,0.047619047619047616,42,0.0,8,0.0,0,1
5AGE-zhang/TocoDecoy/train.py,0.0,0,0.0,0,0.025,40,0.0,14,0.0,17,0.0,0,1
5GL/5GL/authproxy.py,0.5,4,0.21428571428571427,14,0.25925925925925924,27,0.07692307692307693,39,0.0,2,0.0,1,1
5GL/5GL/bctest.py,0.0,0,0.0,4,0.0,19,0.23076923076923078,13,0.0,3,0.0,0,1
5GL/5GL/extract_strings_qt.py,0.0,0,0.5,2,0.1,20,0.05555555555555555,18,0.0,9,0.0,1,1
5GL/5GL/fix-copyright-headers.py,0.0,0,0.0,2,0.125,16,0.14285714285714285,7,0.0,1,0.0,0,1
5GL/5GL/forknotify.py,0.0,2,0.25,4,0.0,10,0.125,8,0.07692307692307693,13,0.0,0,1
5GL/5GL/generate-seeds.py,0.0,0,0.0,7,0.07407407407407407,27,0.0,33,0.05555555555555555,18,0.0,0,1
5GL/5GL/getblocktemplate_longpoll.py,0.5,4,0.125,8,0.0625,16,0.0,10,0.0,21,0.0,1,1
5GL/5GL/getchaintips.py,0.5,2,0.0,2,0.0,7,0.0,11,0.0,10,0.0,0,1
5GL/5GL/httpbasics.py,0.0,1,0.0,2,0.07142857142857142,14,0.0,13,0.05263157894736842,19,0.0,0,1
5GL/5GL/keypool.py,0.0,0,0.2,5,0.045454545454545456,22,0.07692307692307693,26,0.0,13,0.0,1,1
5GL/5GL/listtransactions.py,0.0,2,0.3333333333333333,3,0.0,11,0.05714285714285714,35,0.0,8,0.0,1,1
5GL/5GL/make_spinner.py,0.0,0,0.0,2,0.2,15,0.0,5,0.0,4,0.0,0,1
5GL/5GL/mempool_coinbase_spends.py,0.0,2,0.0,6,0.04,25,0.3333333333333333,6,0.08,25,0.0,0,1
5GL/5GL/mempool_resurrect_test.py,0.0,2,0.0,5,0.2222222222222222,18,0.375,8,0.0,23,0.0,0,1
5GL/5GL/mempool_spendcoinbase.py,0.0,1,0.0,6,0.13333333333333333,15,0.16666666666666666,6,0.0,22,0.0,0,1
5GL/5GL/netutil.py,0.0,0,0.16666666666666666,12,0.0625,48,0.03571428571428571,28,0.0,18,0.0,0,1
5GL/5GL/qt_translations.py,0.0,0,0.0,0,0.25,4,0.0,4,0.0,4,0.0,0,1
5GL/5GL/rest.py,0.0,2,0.0,4,0.05555555555555555,18,0.05555555555555555,18,0.125,16,0.0,0,1
5GL/5GL/rpcbind_test.py,0.0,0,0.14285714285714285,7,0.15384615384615385,26,0.025,40,0.0,19,0.0,0,1
5GL/5GL/setup.py,0.0,0,0.0,0,0.14285714285714285,7,0.0,7,0.0,0,0.0,0,1
5GL/5GL/smartfees.py,0.0,1,0.0,4,0.0,16,0.07142857142857142,14,0.0,19,0.0,0,1
5GL/5GL/symbol-check.py,0.0,1,0.1111111111111111,9,0.038461538461538464,26,0.043478260869565216,23,0.07692307692307693,26,0.0,0,1
5GL/5GL/test_framework.py,0.0,1,0.0,12,0.0,15,0.043478260869565216,23,0.08333333333333333,12,0.0,2,1
5GL/5GL/txn_doublespend.py,1.0,1,0.16666666666666666,6,0.1111111111111111,18,0.07692307692307693,26,0.0,29,0.0,0,1
5GL/5GL/update-translations.py,0.0,0,0.21428571428571427,14,0.09090909090909091,44,0.05555555555555555,36,0.0,22,0.0,0,1
5GL/5GL/wallet.py,0.0,2,0.2,5,0.1111111111111111,9,0.125,8,0.0,28,0.0,0,1
5H3LL3H5/denite.nvim/command.py,0.5,2,0.0,4,0.0,6,0.14285714285714285,14,0.0,5,0.0,0,1
5H3LL3H5/denite.nvim/oldfiles.py,0.5,2,0.3333333333333333,6,0.25,4,0.0,8,0.16666666666666666,6,0.0,0,1
5H3LL3H5/denite.nvim/point.py,0.5,2,0.14285714285714285,7,0.0,6,0.1875,16,0.3333333333333333,6,0.0,0,1
5H3LL3H5/denite.nvim/process.py,1.0,1,0.0,5,0.041666666666666664,24,0.0,4,0.125,8,0.0,0,1
5H3LL3H5/denite.nvim/rplugin.py,0.0,1,0.23076923076923078,13,0.058823529411764705,17,0.1,20,0.0,8,0.0,0,1
5H3LL3H5/denite.nvim/test_util.py,0.0,0,0.36363636363636365,11,0.14285714285714285,7,0.07142857142857142,56,0.0,0,0.0,0,0
5ace/scrapy/__init__.py,0.3,10,0.23076923076923078,39,0.034482758620689655,29,0.15151515151515152,33,0.0,0,0.0,5,1
5ace/scrapy/check.py,0.0,4,0.3,10,0.06666666666666667,30,0.15789473684210525,19,0.0,3,0.0,0,1
5ace/scrapy/cmdline.py,0.0,1,0.3333333333333333,21,0.0967741935483871,31,0.037037037037037035,27,0.0,6,0.0,0,1
5ace/scrapy/linkextractor.py,0.0,2,0.125,8,0.2631578947368421,19,0.0,12,0.0,6,0.0,1,1
5ace/scrapy/lxmlhtml.py,0.0,5,0.0,14,0.0967741935483871,31,0.0,11,0.0,4,0.0,2,1
5ace/scrapy/project.py,0.0,0,0.2,5,0.0625,16,0.0,14,0.0,2,0.0,1,1
5ace/scrapy/sgml.py,0.0,5,0.19047619047619047,21,0.024390243902439025,41,0.0,14,0.0,2,0.0,3,1
5amessi/camel_tools/__init__.py,0.0,0,0.0,0,0.0,0,0.0,2,0.10526315789473684,19,0.0,0,0
5amessi/camel_tools/camel_arclean.py,0.0,0,0.2,5,0.16666666666666666,12,0.1111111111111111,18,0.038461538461538464,26,0.0,1,1
5amessi/camel_tools/camel_data.py,0.0,0,0.0,1,0.14285714285714285,7,0.14285714285714285,14,0.21739130434782608,23,0.0,1,0
5amessi/camel_tools/camel_dediac.py,0.0,0,0.3333333333333333,3,0.09090909090909091,22,0.10344827586206896,29,0.06666666666666667,30,0.0,1,1
5amessi/camel_tools/camel_diac.py,0.0,0,0.0,1,0.11538461538461539,26,0.07692307692307693,26,0.17857142857142858,28,0.0,1,1
5amessi/camel_tools/camel_transliterate.py,0.0,0,0.6666666666666666,3,0.19047619047619047,21,0.10909090909090909,55,0.1,30,0.0,1,1
5amessi/camel_tools/camel_word_tokenize.py,0.0,0,0.0,1,0.1,10,0.06666666666666667,15,0.13333333333333333,30,0.0,1,0
5amessi/camel_tools/charsets.py,0.0,0,0.0,0,0.18181818181818182,22,0.1,30,0.13636363636363635,22,0.0,1,1
5amessi/camel_tools/common.py,0.2857142857142857,7,0.0,7,0.0,1,0.16666666666666666,12,0.09523809523809523,21,0.0,8,0
5amessi/camel_tools/conf.py,0.0,0,0.0,0,0.2,30,0.025,40,0.12244897959183673,98,0.0,0,0
5amessi/camel_tools/dediac.py,0.0,0,0.2857142857142857,7,0.2,5,0.0625,16,0.2,20,0.4,5,0
5amessi/camel_tools/downloader.py,0.2,5,0.3,10,0.05,20,0.11538461538461539,26,0.11538461538461539,26,0.0,6,1
5amessi/camel_tools/errors.py,0.26666666666666666,15,0.23076923076923078,13,0.0,1,0.11538461538461539,26,0.08,25,0.16666666666666666,12,1
5amessi/camel_tools/reinflector.py,0.0,2,0.0,6,0.15,20,0.09090909090909091,33,0.045454545454545456,22,0.0,5,1
5amessi/camel_tools/setup.py,0.0,0,0.0,0,0.14705882352941177,34,0.04054054054054054,74,0.18181818181818182,22,0.0,0,1
5amessi/camel_tools/test_meta.py,0.0,0,0.0,1,0.14285714285714285,7,0.3333333333333333,6,0.3,20,0.0,2,0
5amessi/camel_tools/test_stringutils.py,0.0,2,0.0,10,0.0,0,0.15,20,0.13636363636363635,22,0.25,8,0
5amessi/camel_tools/transliterate.py,0.0,3,0.25,4,0.5,8,0.21428571428571427,14,0.22727272727272727,22,0.0,3,0
5amessi/camel_tools/word.py,0.0,0,0.0,2,0.0,3,0.1111111111111111,9,0.1,20,0.0,2,0
5aurabhpathak/src/ann.py,0.0,3,0.21739130434782608,23,0.14634146341463414,41,0.125,8,0.0,4,0.0,0,1
5aurabhpathak/src/cameramansplit.py,0.0,0,0.0,2,0.0,3,0.0,3,0.0,1,0.0,0,1
5aurabhpathak/src/classes.py,0.0,2,0.08333333333333333,12,0.07692307692307693,26,0.045454545454545456,44,0.0,1,0.0,0,1
5aurabhpathak/src/fisherface.py,0.0,0,0.0,0,0.25,12,0.09090909090909091,11,0.0,1,0.0,0,1
5aurabhpathak/src/gmail_parser.py,0.0,0,0.75,4,0.0,13,0.125,8,0.0,15,0.0,0,1
5aurabhpathak/src/harish.py,0.0,0,0.5,2,0.0,4,0.0,0,0.0,2,0.0,0,1
5aurabhpathak/src/hist.py,0.0,0,0.125,8,0.1111111111111111,9,0.1111111111111111,18,0.0,2,0.0,0,1
5aurabhpathak/src/hobbs.py,0.0,0,0.1875,16,0.0,20,0.1111111111111111,18,0.0,3,0.0,0,1
5aurabhpathak/src/irissupervised.py,0.0,0,0.0,1,0.14285714285714285,7,0.5,2,0.0,3,0.0,0,1
5aurabhpathak/src/knapsack01.py,0.0,0,0.0,2,0.0,4,0.0,0,0.0,1,0.0,0,1
5aurabhpathak/src/knapsack01td.py,0.0,0,0.5,2,0.25,4,0.0,0,0.0,1,0.0,0,1
5aurabhpathak/src/kpca.py,0.0,0,0.25,4,0.13043478260869565,23,0.23076923076923078,13,0.0,3,0.0,0,1
5aurabhpathak/src/lappinleasse.py,0.0,0,0.0,3,0.0,9,0.18181818181818182,11,0.0,4,0.0,0,1
5aurabhpathak/src/lenacrop.py,0.0,0,0.6666666666666666,6,0.16666666666666666,6,0.25,4,1.0,1,0.0,0,1
5aurabhpathak/src/lis.py,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,1
5aurabhpathak/src/lis2.py,0.0,2,0.0,2,1.0,1,0.0,0,0.0,1,0.0,0,1
5aurabhpathak/src/lis2td.py,0.0,2,0.25,4,0.6666666666666666,3,0.0,0,0.0,1,0.0,0,1
5aurabhpathak/src/lislinear.py,0.0,0,0.0,1,0.25,4,0.0,0,0.0,1,0.0,0,1
5aurabhpathak/src/main.py,0.0,0,0.5,2,0.2222222222222222,9,0.0,14,0.0,3,0.0,0,1
5aurabhpathak/src/morph.py,0.0,0,0.0,10,0.09090909090909091,11,0.08333333333333333,12,0.0,0,0.0,0,0
5aurabhpathak/src/ner.py,0.0,0,0.0,0,0.0,2,0.0,2,0.0,2,0.0,0,1
5aurabhpathak/src/rampcircledisc.py,0.0,0,0.25,4,0.1,10,0.0,4,0.0,0,0.0,0,0
5aurabhpathak/src/randomimage.py,0.0,0,0.0,4,0.3333333333333333,3,0.0,7,0.0,1,0.0,0,1
5aurabhpathak/src/rd.py,0.0,0,0.0,0,0.0,5,0.0,11,0.0,1,0.0,1,1
5aurabhpathak/src/rdvsearley.py,0.0,0,0.0,0,0.08333333333333333,12,0.09523809523809523,21,0.0,1,0.0,2,1
5aurabhpathak/src/recognize.py,0.0,0,0.0,0,0.0,9,0.0625,16,0.0,6,0.0,0,1
5aurabhpathak/src/regress_manual.py,0.0,0,0.375,8,0.2222222222222222,18,0.05555555555555555,18,0.0,3,0.0,0,1
5aurabhpathak/src/regression.py,0.0,0,0.0,0,0.0,3,0.0,2,0.0,1,0.0,0,1
5aurabhpathak/src/resize.py,0.0,0,0.5,2,0.0,7,0.0,4,0.0,4,0.0,0,1
5aurabhpathak/src/singleface.py,0.0,0,0.0,2,0.2,5,0.0,7,0.0,2,0.0,0,1
5aurabhpathak/src/strips.py,0.0,0,0.0,0,0.16666666666666666,6,0.0,6,0.0,1,0.0,0,1
5aurabhpathak/src/train.py,0.0,0,0.0,0,0.0,13,0.11764705882352941,17,0.0,6,0.0,0,1
5aurabhpathak/src/xor_matrix.py,0.0,0,1.0,2,0.0,5,0.0,0,0.0,0,0.0,0,0
5had3z/pytorch/_python_dispatch.py,0.3333333333333333,9,0.15384615384615385,26,0.1,10,0.07142857142857142,14,0.0,16,0.0,3,0
5had3z/pytorch/print_latest_commits.py,0.0,0,0.5,4,0.09090909090909091,11,0.0,8,0.0,0,0.0,0,0
5had3z/pytorch/test_fake_tensor.py,0.0,4,0.045454545454545456,22,0.17142857142857143,35,0.0,28,0.0,1,0.0,0,0
5had3z/pytorch/test_prims.py,0.0,3,0.0,10,0.0,23,0.0,12,0.0,13,0.0,2,1
5had3z/pytorch/tryrebase.py,0.0,0,0.0,5,0.05714285714285714,35,0.022222222222222223,45,0.0,12,0.0,0,1
5high/wukong-robot/AI.py,0.25,4,0.3333333333333333,15,0.15384615384615385,39,0.11764705882352941,51,0.0,2,0.0,3,1
5high/wukong-robot/AbstractPlugin.py,0.0,2,0.0,15,0.09090909090909091,11,0.0,14,0.0,0,0.0,4,1
5high/wukong-robot/Brain.py,0.0,2,0.07692307692307693,13,0.125,16,0.06666666666666667,15,0.0,1,0.3333333333333333,3,1
5high/wukong-robot/Camera.py,0.0,2,0.0,4,0.029411764705882353,34,0.046511627906976744,43,0.0,3,0.0,0,1
5high/wukong-robot/ConfigMonitor.py,0.0,2,0.25,4,0.0,1,0.0,0,0.0,2,0.0,0,1
5high/wukong-robot/Conversation.py,0.0,2,0.34615384615384615,26,0.175,40,0.03225806451612903,31,0.0,4,0.0,5,1
5high/wukong-robot/Email.py,0.0,2,0.0625,16,0.09523809523809523,42,0.12195121951219512,41,0.0,2,0.3333333333333333,6,1
5high/wukong-robot/LocalPlayer.py,0.0,4,0.23809523809523808,21,0.16666666666666666,18,0.0,30,0.0,4,0.0,0,1
5high/wukong-robot/Player.py,0.0,3,0.07692307692307693,26,0.09302325581395349,43,0.1111111111111111,9,0.0,5,0.0,0,1
5high/wukong-robot/config.py,0.0,0,0.2,15,0.2,15,0.03571428571428571,28,0.0,3,0.0,3,1
5high/wukong-robot/constants.py,0.0,0,0.14285714285714285,7,0.09090909090909091,11,0.0,15,0.0,2,0.0,2,1
5high/wukong-robot/logging.py,0.0,0,0.0,5,0.19047619047619047,21,0.0,13,0.0,6,0.0,2,1
5high/wukong-robot/wukong.py,0.5,2,0.3,20,0.08,25,0.14285714285714285,21,0.0,4,0.0,0,1
5monkeys/bpython/__init__.py,0.0,0,0.0,2,0.0,3,0.0,4,0.1,20,0.0,0,0
5monkeys/bpython/_internal.py,0.5,2,0.0,5,0.25,4,0.0,2,0.0,2,0.0,0,1
5monkeys/bpython/args.py,0.25,4,0.16666666666666666,6,0.0,21,0.029411764705882353,34,0.0,5,0.0,4,1
5monkeys/bpython/conf.py,0.0,0,0.0,0,0.10638297872340426,47,0.03333333333333333,30,0.05737704918032787,122,0.0,0,0
